date,symbol,open,high,low,close,volume,dollar_volume
2012-01-03,A,22.641,23.3675,22.5778,23.0453,4156394,108458696
2012-01-03,AAPL,12.245,12.3377,12.233,12.2997,302220800,4438652123
2012-01-03,ABT,20.1456,20.2381,19.9604,20.1954,17693206,481507443
2012-01-03,ACGL,11.9782,11.9908,11.7626,11.8799,2734200,34159271
2012-01-03,ACN,41.1053,41.2349,40.3429,40.3658,5309600,281143324
2012-01-03,ADBE,28.7,29.01,28.51,28.57,4495100,128425006
2012-01-03,ADI,26.4864,26.668,26.0869,26.174,3021500,108864641
2012-01-03,ADM,19.3659,19.4521,19.1602,19.1668,4012500,115921123
2012-01-03,ADP,34.5225,34.5854,34.2143,34.252,2898755,138600704
2012-01-03,ADSK,31.22,31.83,30.77,30.81,2684000,82694039
2012-01-03,AEE,20.7035,20.7219,20.0944,20.1559,2192800,71836124
2012-01-03,AEP,24.4468,24.4584,23.701,23.7535,4968200,202553516
2012-01-03,AES,7.4946,7.6067,7.3824,7.5506,7312000,88621439
2012-01-03,AFL,15.6161,15.8864,15.595,15.7565,7001600,157115908
2012-01-03,AIG,17.7881,18.3343,17.7581,18.0126,4221700,101616318
2012-01-03,AIZ,31.4753,31.6938,31.204,31.2492,600800,24915177
2012-01-03,AJG,24.6635,24.7878,24.2978,24.349,705700,23492754
2012-01-03,AKAM,32.97,33.2,32.77,32.93,4668400,153730413
2012-01-03,ALB,42.865,43.8777,42.5734,42.7192,548700,28932951
2012-01-03,ALGN,24.24,24.66,23.88,23.95,372300,8916585
2012-01-03,ALL,20.3836,20.581,20.252,20.2886,5878600,163131150
2012-01-03,AMAT,8.8018,8.8341,8.6005,8.6166,10935600,117010918
2012-01-03,AMD,5.53,5.59,5.44,5.48,12675100,69459548
2012-01-03,AME,26.2579,26.3003,25.4091,25.6152,956250,26934376
2012-01-03,AMGN,43.7993,43.9611,42.7877,43.2328,10216800,654999054
2012-01-03,AMP,37.3946,38.2644,37.2996,37.6066,2166100,111445847
2012-01-03,AMT,43.606,43.7431,41.8243,42.423,7842100,461193912
2012-01-03,AMZN,8.7945,8.974,8.7775,8.9515,102216000,914986518
2012-01-03,AON,41.1249,41.4279,40.5708,40.718,1793700,84357709
2012-01-03,AOS,8.1274,8.2603,8.054,8.1849,2402000,24782635
2012-01-03,APA,68.4192,70.3493,67.7856,69.8686,3571600,342623589
2012-01-03,APD,55.7295,56.0641,55.4014,55.5558,963712,76981062
2012-01-03,APH,5.1013,5.1035,5.0092,5.0377,8131200,46713743
2012-01-03,APO,5.0496,5.3768,5.0496,5.2717,465400,6073470
2012-01-03,APTV,16.9365,17.5646,16.6684,17.0361,1169498,21801873
2012-01-03,ARE,41.7666,42.1173,40.5957,40.9048,486700,33494694
2012-01-03,ATO,22.9527,22.9527,22.4303,22.4913,365200,12106381
2012-01-03,AVGO,2.1005,2.1496,2.0584,2.0627,23032000,66677640
2012-01-03,AVY,21.7212,22.1329,21.3535,21.552,2419600,70918475
2012-01-03,AWK,23.3189,23.4207,22.8023,22.9114,984000,30986160
2012-01-03,AXON,5.24,5.34,5.23,5.3,590300,3128590
2012-01-03,AXP,39.4253,39.964,39.2947,39.4987,6955400,336571802
2012-01-03,AZO,327.72,328.49,318.12,319.79,539700,172590668
2012-01-03,BA,61.1238,61.3693,60.6493,60.7311,6859300,509097254
2012-01-03,BAC,4.446,4.5543,4.4383,4.4847,246293200,1428500607
2012-01-03,BALL,15.6236,15.7098,15.4814,15.6581,1907200,34634752
2012-01-03,BAX,20.8505,21.1167,20.8505,21.021,6193308,170021607
2012-01-03,BBY,14.1625,14.27,14.0669,14.1505,5431600,128620290
2012-01-03,BDX,45.4035,45.5717,44.5265,44.7187,2798346,159792043
2012-01-03,BEN,18.4272,18.7426,18.4141,18.4776,3159300,104277966
2012-01-03,BF-B,16.6912,17.0495,16.6788,16.6933,887250,19072326
2012-01-03,BG,39.9289,40.5245,39.9289,40.2165,1219500,71633432
2012-01-03,BIIB,111.44,115.01,111.44,113.5,1990800,225955800
2012-01-03,BKNG,18.6048,19.0568,18.5911,19.0024,18102500,351297117
2012-01-03,BKR,25.799,26.1145,25.4428,25.9619,5725200,292099707
2012-01-03,BLDR,2.1,2.1,2.03,2.06,112000,230720
2012-01-03,BLK,127.2235,128.8238,125.2977,125.5748,654300,118604964
2012-01-03,BMY,21.5371,21.6042,21.214,21.3421,17234600,603383317
2012-01-03,BNY,14.4169,14.6713,14.4169,14.4946,5953100,122098082
2012-01-03,BR,17.1149,17.1375,17.0246,17.0547,719000,16299730
2012-01-03,BRK-B,77.38,78.29,77.31,77.68,5343500,415083082
2012-01-03,BRO,9.8591,9.9623,9.7645,9.7774,2321600,26384983
2012-01-03,BSX,5.42,5.48,5.33,5.36,16307100,87406058
2012-01-03,BX,6.9003,7.1064,6.8908,7.0154,3193954,45887621
2012-01-03,BXP,56.8957,57.522,56.1967,56.6608,1260400,127703728
2012-01-03,C,19.8478,20.8574,19.8478,20.7257,58169500,1647941931
2012-01-03,CAH,28.4288,28.7874,28.4151,28.6012,2079900,86274251
2012-01-03,CASY,46.7964,46.9742,45.4807,45.6407,230100,11813334
2012-01-03,CAT,64.6421,66.2726,64.6421,65.4852,8177000,768474487
2012-01-03,CB,53.2745,53.5288,52.4964,52.6161,1465200,103047519
2012-01-03,CBOE,21.3477,21.4294,21.176,21.2251,443700,11522889
2012-01-03,CBRE,15.68,16.3,15.56,16.03,6144700,98499545
