date,symbol,open,high,low,close,volume,dollar_volume
2021-01-04,A,114.4678,115.5746,112.7066,114.1791,2030700,240922247
2021-01-04,AAPL,129.6225,129.7099,123.0599,125.6325,143301900,18544699404
2021-01-04,ABBV,86.1591,86.2958,83.4903,84.7363,9523400,1003861629
2021-01-04,ABNB,150.99,151.005,137,139.15,6409900,891937546
2021-01-04,ABT,98.2452,98.891,96.2091,97.8685,6192000,675609124
2021-01-04,ACGL,34.375,34.4511,32.9391,33.1864,2167100,75631793
2021-01-04,ACN,238.0312,238.6331,231.6928,233.8907,2505100,642457925
2021-01-04,ADBE,500.3,500.79,476.28,485.34,3612900,1753484873
2021-01-04,ADI,135.2404,137.1445,131.7512,133.0267,2496600,364553543
2021-01-04,ADM,42.9594,43.4964,42.073,42.5077,3085900,153893830
2021-01-04,ADP,156.138,156.6704,148.8266,149.918,2266700,382981647
2021-01-04,ADSK,304.11,307.83,293.05,296.84,1406900,417624191
2021-01-04,AEE,66.132,66.4216,64.3603,64.8458,2807600,213742580
2021-01-04,AEP,67.8315,67.921,66.1058,66.3744,3232900,263610669
2021-01-04,AES,19.0254,19.2501,18.4718,18.6483,6523400,151603815
2021-01-04,AFL,39.093,39.1807,37.7169,37.8571,3111200,134372724
2021-01-04,AIG,33.1754,33.4397,32.444,32.7172,7081000,262917538
2021-01-04,AIZ,123.9743,124.3202,119.2779,120.2426,395700,52275927
2021-01-04,AJG,116.4932,116.5592,112.2345,113.2897,800700,96276166
2021-01-04,AKAM,105.17,106.43,103.77,105.24,1823300,191884088
2021-01-04,ALB,143.3875,147.0073,140.9399,143.1343,2898700,442428595
2021-01-04,ALGN,549.61,560,519.7,526.46,602400,317139517
2021-01-04,ALL,96.1851,96.4914,93.8045,94.5922,2124600,229626772
2021-01-04,ALLE,108.2178,108.571,105.6987,106.4145,770800,88241187
2021-01-04,AMAT,83.2483,85.214,82.2082,82.8952,8449900,734042836
2021-01-04,AMCR,46.2443,46.521,44.8609,44.9795,1490420,84804900
2021-01-04,AMD,92.11,96.06,90.92,92.3,51802600,4781380138
2021-01-04,AME,116.8596,118.0465,113.5883,114.2349,1154500,136669707
2021-01-04,AMGN,193.6024,193.6024,187.2564,189.7597,3088200,699971423
2021-01-04,AMP,179.1397,179.6901,170.4258,172.5447,587800,110571058
2021-01-04,AMT,191.4491,191.5676,185.6904,185.9699,2786400,611893457
